filename,unripe,ripe, overripe, rotten
musa-acuminata-banana-ae39988c-4037-11ec-b90f-94b86d66fd1d_jpg.rf.2ed154e708ec23372a0be34a4d2d643a.jpg,1,0,0,0
musa-acuminata-banana-ae39988c-4037-11ec-b90f-94b86d66fd1d_jpg.rf.7398116829f434fb3b26f3967c461c77.jpg,1,0,0,0
musa-acuminata-banana-ae39988c-4037-11ec-b90f-94b86d66fd1d_jpg.rf.936c79189f24e62e6281b5ed078b3f77.jpg,1,0,0,0
musa-acuminata-banana-ae66e8c5-4037-11ec-a85a-94b86d66fd1d_jpg.rf.345f9d923665f8c586568f63b71361c5.jpg,1,0,0,0
musa-acuminata-banana-ae901e71-4037-11ec-89ee-94b86d66fd1d_jpg.rf.0586dd657ed1cbbfd7b342942efcf0cc.jpg,1,0,0,0
musa-acuminata-banana-ae901e71-4037-11ec-89ee-94b86d66fd1d_jpg.rf.6dcaf2a7a43d67fc93b2e10744c7680e.jpg,1,0,0,0
musa-acuminata-banana-ae901e71-4037-11ec-89ee-94b86d66fd1d_jpg.rf.9a8af79753123cfb2f6d1d2c0d76a56f.jpg,1,0,0,0
musa-acuminata-banana-aeb51a2a-4037-11ec-9795-94b86d66fd1d_jpg.rf.f1cd76adaf51f4ad255ebc4e766857b6.jpg,1,0,0,0
musa-acuminata-banana-aeda067e-4037-11ec-9ffd-94b86d66fd1d_jpg.rf.a4c2c4b9c154246bafed278f9a02e868.jpg,1,0,0,0
musa-acuminata-banana-aeda067e-4037-11ec-9ffd-94b86d66fd1d_jpg.rf.a4e88d7ce09b2956bce489eb20bb76a8.jpg,1,0,0,0
musa-acuminata-banana-aeda067e-4037-11ec-9ffd-94b86d66fd1d_jpg.rf.f7d5a006a3431e00365e662a90af9f49.jpg,1,0,0,0
musa-acuminata-banana-aefca5e1-4037-11ec-ab04-94b86d66fd1d_jpg.rf.0d7c26951592465182e95c05624ac3f0.jpg,1,0,0,0
musa-acuminata-banana-aefca5e1-4037-11ec-ab04-94b86d66fd1d_jpg.rf.7dd82351904be894d010f6037c93831b.jpg,1,0,0,0
musa-acuminata-banana-aefca5e1-4037-11ec-ab04-94b86d66fd1d_jpg.rf.eb9daf1dc9deda7f181f6cc66ec5da99.jpg,1,0,0,0
musa-acuminata-banana-af236839-4037-11ec-bb0b-94b86d66fd1d_jpg.rf.bfa0288260437517e185eaf2bfe18865.jpg,1,0,0,0
musa-acuminata-banana-af4b3b8d-4037-11ec-a05f-94b86d66fd1d_jpg.rf.7bafbe5a05ccd6795c352b0191de9a9f.jpg,1,0,0,0
musa-acuminata-banana-af4b3b8d-4037-11ec-a05f-94b86d66fd1d_jpg.rf.87dde3902b7d85354f08fb0054ec72bc.jpg,1,0,0,0
musa-acuminata-banana-af4b3b8d-4037-11ec-a05f-94b86d66fd1d_jpg.rf.f51cb5309262b33c4b6791db205500cd.jpg,1,0,0,0
musa-acuminata-banana-af6d908a-4037-11ec-bf3f-94b86d66fd1d_jpg.rf.7545f6c3dd7bf453c7ddf3279b5b511e.jpg,1,0,0,0
musa-acuminata-banana-af6d908a-4037-11ec-bf3f-94b86d66fd1d_jpg.rf.a6d719bfd32cdaa4084db27fc8dc82f4.jpg,1,0,0,0
musa-acuminata-banana-af6d908a-4037-11ec-bf3f-94b86d66fd1d_jpg.rf.be6a00a8752cb66f569c9294f49d874e.jpg,1,0,0,0
musa-acuminata-banana-af95923f-4037-11ec-b922-94b86d66fd1d_jpg.rf.83fd280a32f1a682072b182793025c4b.jpg,1,0,0,0
musa-acuminata-banana-af95923f-4037-11ec-b922-94b86d66fd1d_jpg.rf.8d6379a969c0f33c0b37de3ae729190b.jpg,1,0,0,0
musa-acuminata-banana-af95923f-4037-11ec-b922-94b86d66fd1d_jpg.rf.c3d01e3f3df59aa5391bc0e3387d0d00.jpg,1,0,0,0
musa-acuminata-banana-afbe52c3-4037-11ec-a6cd-94b86d66fd1d_jpg.rf.79b6ab3becf7583db609113cd7c9d2bc.jpg,1,0,0,0
musa-acuminata-banana-afbe52c3-4037-11ec-a6cd-94b86d66fd1d_jpg.rf.a0d210e0adb50e9ead4e1e31168b82a1.jpg,1,0,0,0
musa-acuminata-banana-afbe52c3-4037-11ec-a6cd-94b86d66fd1d_jpg.rf.ebb72e72202bf7cbfa830c161c449e8b.jpg,1,0,0,0
musa-acuminata-banana-afe5c3df-4037-11ec-97b1-94b86d66fd1d_jpg.rf.71a621fa41c2fc407092f67ddfe76d94.jpg,1,0,0,0
musa-acuminata-banana-afe5c3df-4037-11ec-97b1-94b86d66fd1d_jpg.rf.8c4178a00936d978595045364ff21e6e.jpg,1,0,0,0
musa-acuminata-banana-afe5c3df-4037-11ec-97b1-94b86d66fd1d_jpg.rf.f0404b5359c8349e4402f1220f3619bc.jpg,1,0,0,0
musa-acuminata-banana-b00946d8-4037-11ec-a376-94b86d66fd1d_jpg.rf.c9e840d4c701c020a13c021954950af4.jpg,1,0,0,0
musa-acuminata-banana-b02e9f2e-4037-11ec-9987-94b86d66fd1d_jpg.rf.3eeaa04e1a6f0bfe3f42f0d9c84fe495.jpg,1,0,0,0
musa-acuminata-banana-b02e9f2e-4037-11ec-9987-94b86d66fd1d_jpg.rf.a4bc6b1b7bfbdf946ea5503e3ba91dec.jpg,1,0,0,0
musa-acuminata-banana-b02e9f2e-4037-11ec-9987-94b86d66fd1d_jpg.rf.cd843768bf8b282b64be3bac235f6c62.jpg,1,0,0,0
musa-acuminata-banana-b05ba26b-4037-11ec-a9df-94b86d66fd1d_jpg.rf.1da67eac613e010993b155ac6291e47c.jpg,1,0,0,0
musa-acuminata-banana-b05ba26b-4037-11ec-a9df-94b86d66fd1d_jpg.rf.2ea5c9d9455ced687708863b56e375c3.jpg,1,0,0,0
musa-acuminata-banana-b05ba26b-4037-11ec-a9df-94b86d66fd1d_jpg.rf.8598fabba094d414f7b201e31328bd82.jpg,1,0,0,0
musa-acuminata-banana-b0851206-4037-11ec-8522-94b86d66fd1d_jpg.rf.09df5ffc1e3134cd37f4f8f397c7486b.jpg,1,0,0,0
musa-acuminata-banana-b0851206-4037-11ec-8522-94b86d66fd1d_jpg.rf.7bb5908e4e792dfe617843a44a0ed946.jpg,1,0,0,0
musa-acuminata-banana-b0851206-4037-11ec-8522-94b86d66fd1d_jpg.rf.d49abba81d156b2664a66610a52d330c.jpg,1,0,0,0
musa-acuminata-banana-b0a7aa0e-4037-11ec-9763-94b86d66fd1d_jpg.rf.7f237df5177cbf30b3764568bce5719b.jpg,1,0,0,0
musa-acuminata-banana-b0a7aa0e-4037-11ec-9763-94b86d66fd1d_jpg.rf.8277352aa7ce9763c108cbf023c9b950.jpg,1,0,0,0
musa-acuminata-banana-b0a7aa0e-4037-11ec-9763-94b86d66fd1d_jpg.rf.b8e26e3d11250354587d1e84e798de93.jpg,1,0,0,0
musa-acuminata-banana-b0cc52de-4037-11ec-a148-94b86d66fd1d_jpg.rf.d1c26f331d6ee828fa348c8308904b23.jpg,1,0,0,0
musa-acuminata-banana-b0cc52de-4037-11ec-a148-94b86d66fd1d_jpg.rf.da3bd74c2fde0f0c7987058b2318b17d.jpg,1,0,0,0
musa-acuminata-banana-b0cc52de-4037-11ec-a148-94b86d66fd1d_jpg.rf.e3a1129cf41148786102161f717f6b7b.jpg,1,0,0,0
musa-acuminata-banana-b0f242f2-4037-11ec-abe3-94b86d66fd1d_jpg.rf.1685f161201889c0d8effb3bbb41397f.jpg,1,0,0,0
musa-acuminata-banana-b0f242f2-4037-11ec-abe3-94b86d66fd1d_jpg.rf.387a36c595db76c69dd0820afbd210a2.jpg,1,0,0,0
musa-acuminata-banana-b0f242f2-4037-11ec-abe3-94b86d66fd1d_jpg.rf.a7b1a675615038bce5a51c8e6c3b1cd2.jpg,1,0,0,0
musa-acuminata-banana-b1193dba-4037-11ec-ac60-94b86d66fd1d_jpg.rf.1dec6873cf5363a971fb98e209f3210f.jpg,1,0,0,0
musa-acuminata-banana-b1193dba-4037-11ec-ac60-94b86d66fd1d_jpg.rf.cabf6a1e9d3f7a9f45553b24a5fc40c1.jpg,1,0,0,0
musa-acuminata-banana-b1193dba-4037-11ec-ac60-94b86d66fd1d_jpg.rf.fdae4f9d9412a5dc29a61261fbd17a11.jpg,1,0,0,0
musa-acuminata-banana-b138295d-4037-11ec-9901-94b86d66fd1d_jpg.rf.24f5926b2aa18a43d2568b4b9451631c.jpg,1,0,0,0
musa-acuminata-banana-b15fa3d8-4037-11ec-bcd9-94b86d66fd1d_jpg.rf.2ea800d33340ae4e1fe56298d66e9912.jpg,1,0,0,0
musa-acuminata-banana-b15fa3d8-4037-11ec-bcd9-94b86d66fd1d_jpg.rf.44c8e087d6832190875169d9c4705387.jpg,1,0,0,0
musa-acuminata-banana-b15fa3d8-4037-11ec-bcd9-94b86d66fd1d_jpg.rf.6bebc914f33aef93f6fca67574d2d5c7.jpg,1,0,0,0
musa-acuminata-banana-b18e31eb-4037-11ec-b38d-94b86d66fd1d_jpg.rf.d0b52689c59fb2f1efd7f033266d0375.jpg,1,0,0,0
musa-acuminata-banana-b1b629d8-4037-11ec-b87f-94b86d66fd1d_jpg.rf.8cf6df22fc25d36fb52f4b6ed1a1b094.jpg,1,0,0,0
musa-acuminata-banana-b1b629d8-4037-11ec-b87f-94b86d66fd1d_jpg.rf.b34e29833576be005c6e47e237f27401.jpg,1,0,0,0
